total mass,68.63536835,,,,time,Rft_COM,,,Lft_COM,,,Rshank_COM,,,Lshank_COM,,,Rthigh_COM,,,Lthigh_COM,,,Rankle_jc,,,Lankle_jc,,,Rknee_jc,,,Lknee_jc,,,Rhip_jc,,,Lhip_jc,,,GRF_Rleg,,,GRF_Lleg,,,GRT_Rleg,,,GRT_Lleg,,,COP_Rleg,,,COP_Lleg,,,Rft_angle,,,Lft_angle,,,Rshank_angle,,,Lshank_angle,,,Rthigh_angle,,,Lthigh_angle,,
Mass of foot,0.940304546,,,,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,,,,2.91693,24.0774,14.5445,4.28653,26.2407,74.3833,3.75657,26.6653,26.0002,28.0192,29.3807,74.6974,28.5747,22.0108,38.7367,64.3842,22.3133,67.0184,63.187,21.7276,16.7907,9.14173,23.4285,74.1502,8.99108,30.6388,33.4113,43.2104,34.1707,75.1379,44.3342,16.0276,42.4297,79.0679,14.0905,61.3876,76.2609,133.6,74.1205,252.4,-141.465,-220.695,941.312,-19.6885,-3.0623,13.6045,81.0179,-41.5692,13.2067,25.8292,14.6996,-2.02608,28.4302,78.0652,-2.36241,-18.3622,2.79098,-103.014,-8.07427,-2.18723,-69.715,-26.0058,13.2289,-110.67,-1.60076,16.8999,-64.8239,-14.1175,-21.5626,-73.5151,23.3006,-30.0129,-70.7622
,,,,,2.91891,24.0826,14.5517,4.28691,26.2366,74.3902,3.75402,26.6753,26.0432,27.9964,29.2993,74.7601,28.5959,22.0756,38.7806,64.3703,22.2304,67.0705,63.2523,21.7378,16.8112,9.14388,23.4095,74.1796,8.97824,30.6486,33.4724,43.1676,34.039,75.2273,44.3827,16.1305,42.4618,79.074,14.0414,61.4139,76.338,132.062,74.0436,252.048,-138.236,-221.797,947.08,-19.5957,-3.49664,13.4758,81.52,-41.1527,12.9042,26.003,14.7255,-2.02546,28.3592,78.0657,-2.36252,-18.4814,2.87114,-103.023,-8.34521,-2.31042,-69.7325,-26.0908,13.236,-110.704,-1.69497,16.7045,-64.7534,-14.0554,-21.4164,-72.9778,23.3775,-29.8743,-70.4032
,,,,,2.92089,24.0879,14.559,4.28735,26.232,74.3973,3.75169,26.6848,26.0866,27.9736,29.2173,74.8226,28.6172,22.1403,38.8256,64.3561,22.1469,67.1222,63.3174,21.7481,16.8321,9.14598,23.3899,74.2096,8.96643,30.6574,33.5339,43.1247,33.9067,75.3158,44.4308,16.2338,42.4953,79.0797,13.9917,61.4401,76.4149,130.644,73.4723,251.895,-135.167,-222.662,952.731,-19.5385,-3.86325,13.3066,82.1729,-40.6817,12.6149,26.149,14.7433,-2.02492,28.2838,78.0832,-2.3627,-18.6044,2.95223,-103.031,-8.61956,-2.43401,-69.7515,-26.1758,13.2415,-110.741,-1.78663,16.51,-64.6738,-13.9951,-21.2685,-72.4407,23.4528,-29.7357,-70.0513
,,,,,2.92286,24.0935,14.5675,4.28816,26.2249,74.4056,3.75086,26.6923,26.1322,27.949,29.1308,74.8835,28.6395,22.2068,38.8732,64.3383,22.06,67.1723,63.3792,21.7592,16.8563,9.14776,23.3655,74.2429,8.96159,30.6621,33.5968,43.0789,33.7703,75.399,44.4749,16.3433,42.5323,79.0813,13.9391,61.4672,76.4889,129.704,73.3778,251.883,-132.001,-223.629,958.514,-19.4406,-4.31276,13.2351,82.7017,-40.1257,12.3335,26.3273,14.7818,-2.02437,28.1999,78.0863,-2.36284,-18.7535,3.03957,-103.029,-8.91297,-2.55955,-69.7766,-26.2602,13.2409,-110.794,-1.86447,16.3216,-64.5315,-13.9387,-21.1069,-71.9032,23.5175,-29.5967,-69.7516
,,,,,2.92484,24.0993,14.576,4.28942,26.2178,74.4148,3.74998,26.7002,26.1775,27.9245,29.0448,74.9431,28.6621,22.2733,38.9213,64.3211,21.9736,67.2216,63.4416,21.7711,16.8799,9.14914,23.342,74.2749,8.95683,30.6667,33.6596,43.0335,33.634,75.4809,44.5195,16.4527,42.5703,79.0837,13.8873,61.4939,76.5637,128.478,72.8008,251.421,-129.124,-224.558,964.395,-19.4544,-4.73,13.0997,83.224,-39.559,12.0397,26.4962,14.762,-2.02346,28.1155,78.0879,-2.36298,-18.9006,3.12719,-103.03,-9.1816,-2.67618,-69.8028,-26.3449,13.2387,-110.847,-1.94221,16.1319,-64.3976,-13.8837,-20.9451,-71.3647,23.5808,-29.4567,-69.4528
,,,,,2.92682,24.1065,14.5849,4.29373,26.2115,74.43,3.74886,26.712,26.2203,27.8985,28.9618,74.9946,28.6863,22.3421,38.9686,64.3063,21.892,67.267,63.5076,21.7893,16.8999,9.14776,23.3241,74.2979,8.9526,30.6734,33.7208,42.9877,33.4986,75.5552,44.5666,16.5645,42.6079,79.0902,13.843,61.5192,76.6428,128.055,73.0717,250.884,-126.244,-225.411,970.171,-19.3188,-5.16149,13.0784,83.707,-39.1417,11.7362,26.6722,14.7996,-2.02292,28.0479,78.0862,-2.36309,-19.035,3.21714,-103.041,-9.28125,-2.73351,-69.8326,-26.4306,13.2295,-110.91,-2.02198,15.9345,-64.3203,-13.8292,-20.7804,-70.813,23.6333,-29.309,-69.163
,,,,,2.9288,24.1136,14.5937,4.29818,26.2052,74.4441,3.74774,26.723,26.2629,27.8734,28.8791,75.0455,28.7105,22.4089,39.0163,64.2923,21.8097,67.3118,63.5736,21.807,16.9203,9.14626,23.3064,74.3211,8.94844,30.6791,33.7812,42.9436,33.3636,75.6285,44.6136,16.6736,42.6468,79.0972,13.7974,61.5444,76.7221,126.705,72.6222,250.318,-123.226,-226.095,975.744,-19.2969,-5.60714,13.0634,84.1696,-38.5908,11.4846,26.855,14.7911,-2.02202,27.9683,78.0844,-2.36321,-19.1731,3.30712,-103.053,-9.39605,-2.79634,-69.8601,-26.5137,13.2192,-110.968,-2.09939,15.7378,-64.2384,-13.7782,-20.6185,-70.26,23.6842,-29.1638,-68.8706
,,,,,2.93078,24.1208,14.6026,4.30353,26.2,74.4496,3.74657,26.7298,26.3028,27.8526,28.7988,75.0932,28.734,22.4646,39.0617,64.2832,21.7246,67.3541,63.6386,21.8206,16.9434,9.14391,23.2895,74.3456,8.94468,30.6804,33.8346,42.908,33.2323,75.6948,44.659,16.7671,42.6866,79.1065,13.7443,61.5699,76.8007,126.11,72.9193,249.463,-120.463,-226.809,981.59,-19.1864,-6.08893,13.0292,84.7058,-38.0781,11.1776,27.0558,14.8091,-2.02123,27.8924,78.0876,-2.36334,-19.3357,3.39648,-103.061,-9.6156,-2.8979,-69.87,-26.5775,13.207,-110.991,-2.16344,15.5466,-64.1225,-13.7414,-20.4737,-69.6971,23.7234,-29.0338,-68.5642
,,,,,2.93275,24.128,14.6116,4.3085,26.1945,74.4552,3.74548,26.736,26.3436,27.8319,28.7178,75.1408,28.7572,22.5208,39.1086,64.2742,21.6389,67.3963,63.7042,21.8337,16.9669,9.14166,23.2725,74.3699,8.94038,30.6809,33.8894,42.8725,33.0997,75.7611,44.7043,16.8619,42.728,79.1159,13.691,61.5955,76.8802,124.329,72.176,249.458,-117.797,-227.584,986.874,-19.1824,-6.46432,12.9938,85.2247,-37.6471,10.8875,27.2063,14.8106,-2.02055,27.8278,78.0939,-2.36347,-19.4974,3.48862,-103.07,-9.83225,-2.99812,-69.8806,-26.6425,13.1941,-111.016,-2.22768,15.3535,-64.0064,-13.7052,-20.326,-69.1397,23.7617,-28.9019,-68.2622
,,,,,2.93473,24.1352,14.6216,4.31082,26.1879,74.4614,3.74493,26.739,26.3899,27.8108,28.6316,75.1877,28.7782,22.5829,39.1621,64.2651,21.5493,67.4404,63.7724,21.8439,16.9928,9.14009,23.2551,74.3922,8.93228,30.6782,33.952,42.8357,32.9583,75.8279,44.7488,16.9689,42.7753,79.1259,13.6375,61.6238,76.9649,123.386,71.9963,248.367,-115.087,-228.236,993.447,-19.1078,-6.90676,12.8674,85.7381,-37.0593,10.5793,27.3956,14.8068,-2.01965,27.7433,78.0884,-2.36359,-19.6499,3.59928,-103.078,-10.0298,-3.08962,-69.893,-26.7163,13.1806,-111.061,-2.29542,15.1468,-63.8893,-13.6653,-20.1569,-68.6261,23.7927,-28.756,-67.9873
,,,,,2.93671,24.1425,14.6318,4.31354,26.1811,74.4675,3.74452,26.7427,26.4361,27.7901,28.5451,75.235,28.7995,22.6448,39.2164,64.2557,21.4597,67.4845,63.841,21.8545,17.019,9.13914,23.2375,74.4147,8.92454,30.6764,34.0143,42.799,32.8164,75.8952,44.7935,17.0751,42.8239,79.1356,13.584,61.6519,77.05,121.471,71.4868,247.615,-112.414,-228.86,999.305,-19.1052,-7.3836,12.7185,86.2295,-36.5285,10.3002,27.5963,14.7844,-2.01858,27.6682,78.087,-2.3637,-19.8027,3.71037,-103.085,-10.2291,-3.1812,-69.9068,-26.7899,13.168,-111.101,-2.3634,14.9399,-63.7744,-13.628,-19.99,-68.115,23.8244,-28.6092,-67.7132
,,,,,2.93869,24.151,14.6429,4.31907,26.1734,74.4739,3.74506,26.752,26.4808,27.7701,28.4569,75.2856,28.8223,22.7093,39.2704,64.2435,21.3703,67.5315,63.9104,21.8676,17.0463,9.14256,23.2188,74.439,8.91936,30.6827,34.073,42.7603,32.6721,75.9669,44.8388,17.1798,42.8746,79.1416,13.5327,61.6818,77.1361,119.538,71.2332,246.491,-109.814,-229.427,1005.27,-19.0044,-7.81079,12.4432,86.5706,-36.1124,10.0105,27.7826,14.7899,-2.01776,27.605,78.0697,-2.36375,-19.9569,3.82414,-103.089,-10.4381,-3.27311,-69.9288,-26.8613,13.1661,-111.104,-2.43562,14.732,-63.6748,-13.6,-19.8365,-67.6128,23.8597,-28.4556,-67.4454
,,,,,2.94066,24.1595,14.654,4.32496,26.1662,74.4802,3.7459,26.7617,26.5253,27.75,28.3684,75.3358,28.8448,22.7737,39.3256,64.2314,21.2805,67.5784,63.9797,21.8814,17.0729,9.1443,23.2,74.4631,8.91385,30.689,34.1319,42.7226,32.5276,76.0381,44.8838,17.2846,42.9272,79.1473,13.4808,61.7118,77.2224,117.527,71.2666,245,-107.022,-229.833,1010.89,-18.8088,-8.38378,12.2402,86.9854,-35.6134,9.73654,28.0353,14.8229,-2.01684,27.5355,78.0628,-2.36385,-20.1145,3.93768,-103.09,-10.6504,-3.36962,-69.9481,-26.9322,13.1622,-111.098,-2.50711,14.5243,-63.5757,-13.5751,-19.6832,-67.1202,23.8937,-28.3025,-67.184
,,,,,2.94264,24.1686,14.6653,4.33337,26.1627,74.4862,3.74894,26.7747,26.5673,27.7271,28.2784,75.3841,28.8643,22.8419,39.3843,64.2187,21.1887,67.6263,64.0471,21.9006,17.0943,9.13412,23.1793,74.4859,8.90595,30.6971,34.1904,42.6895,32.3818,76.1069,44.9254,17.3945,42.9862,79.1487,13.4264,61.7451,77.3077,115.278,70.3097,243.664,-104.351,-230.277,1017.1,-18.6618,-8.77057,12.0048,87.5396,-35.0256,9.40926,28.2123,14.8409,-2.01615,27.4561,78.0647,-2.36398,-20.2972,4.04948,-103.07,-10.8854,-3.49984,-69.9464,-26.9984,13.1475,-111.03,-2.57676,14.3179,-63.4828,-13.5633,-19.5289,-66.6917,23.9177,-28.1511,-66.9734
,,,,,2.94462,24.1773,14.6759,4.34127,26.1589,74.4922,3.75132,26.7873,26.6085,27.7057,28.1886,75.4315,28.8845,22.9114,39.4425,64.207,21.0976,67.6724,64.1153,21.9194,17.1158,9.1258,23.1589,74.5085,8.89868,30.7047,34.2474,42.6574,32.2362,76.1742,44.9676,17.5068,43.0452,79.1513,13.3732,61.7765,77.3939,112.255,69.4614,242.55,-101.575,-230.697,1022.98,-18.669,-9.30895,11.743,88.0004,-34.4959,9.15305,28.4501,14.8027,-2.0148,27.3844,78.0603,-2.36408,-20.4799,4.15945,-103.051,-11.1137,-3.62455,-69.947,-27.0629,13.1331,-110.966,-2.64421,14.1116,-63.3919,-13.5541,-19.3705,-66.2651,23.9419,-27.9981,-66.7574
,,,,,2.9466,24.1835,14.6821,4.34544,26.1534,74.4983,3.749,26.7985,26.6432,27.6932,28.1008,75.4724,28.9079,22.9938,39.4918,64.2015,21.0139,67.708,64.1873,21.9355,17.139,9.13089,23.1403,74.5289,8.89592,30.7118,34.2915,42.6308,32.0927,76.2317,45.0121,17.6416,43.0981,79.1603,13.331,61.7969,77.485,109.557,68.2847,242.121,-98.7695,-231.035,1028.31,-18.6837,-9.85991,11.5361,88.3691,-33.9443,8.81125,28.6839,14.7827,-2.01359,27.3131,78.0515,-2.36417,-20.6536,4.25473,-103.043,-11.2896,-3.70776,-69.9592,-27.1132,13.1263,-110.935,-2.69941,13.9068,-63.3147,-13.5542,-19.1795,-65.8527,23.9661,-27.8319,-66.5052
,,,,,2.94857,24.1897,14.6888,4.34964,26.1475,74.5041,3.74699,26.8089,26.6792,27.6803,28.0147,75.5115,28.93,23.0737,39.5433,64.1957,20.9296,67.7438,64.2593,21.951,17.1625,9.13528,23.1253,74.546,8.88978,30.7182,34.3376,42.604,31.9493,76.2885,45.057,17.7724,43.1533,79.1692,13.2876,61.8183,77.5758,106.586,67.7194,241.058,-96.1871,-231.312,1033.62,-18.6279,-10.2997,11.3055,88.7693,-33.366,8.4808,28.8836,14.7718,-2.0126,27.2401,78.046,-2.36427,-20.8236,4.35021,-103.035,-11.4319,-3.77862,-69.9682,-27.1654,13.119,-110.916,-2.75829,13.6959,-63.2524,-13.5552,-18.9926,-65.44,23.9881,-27.6685,-66.253
,,,,,2.95055,24.1964,14.7001,4.35401,26.1391,74.5074,3.7472,26.816,26.7221,27.6626,27.9415,75.5377,28.9418,23.1397,39.6041,64.1861,20.8421,67.784,64.3292,21.9614,17.1876,9.13457,23.1363,74.5389,8.85901,30.7227,34.3948,42.5727,31.8084,76.3414,45.103,17.881,43.2167,79.1746,13.2372,61.8495,77.6622,103.561,67.4168,239.955,-93.4239,-231.516,1038.09,-18.4084,-10.8139,10.9949,89.0808,-32.8775,8.19687,29.1166,14.8276,-2.01192,27.179,78.039,-2.36435,-20.9682,4.44794,-103.036,-11.3288,-3.75998,-69.9522,-27.2303,13.1146,-110.981,-2.84707,13.4401,-63.3004,-13.5511,-18.8334,-65.0321,23.9935,-27.5239,-65.9989
,,,,,2.95253,24.2033,14.7115,4.35874,26.1313,74.511,3.7475,26.8217,26.7648,27.6456,27.8669,75.5647,28.9548,23.2036,39.6652,64.177,20.7551,67.824,64.4003,21.972,17.2132,9.13462,23.144,74.5339,8.83065,30.7245,34.4512,42.5419,31.6676,76.3942,45.1492,17.988,43.2811,79.1805,13.1875,61.8807,77.7506,100.611,67.2892,238.735,-90.8777,-231.615,1043.71,-18.137,-11.3188,10.8654,89.4199,-32.3701,7.90765,29.3507,14.9024,-2.01137,27.1132,78.0252,-2.36442,-21.1152,4.54781,-103.036,-11.2519,-3.75003,-69.9394,-27.2935,13.1064,-111.049,-2.9322,13.1911,-63.336,-13.5499,-18.6725,-64.6105,23.9978,-27.3775,-65.7388
,,,,,2.95451,24.2115,14.7236,4.36614,26.1273,74.5163,3.74846,26.8181,26.8043,27.6322,27.7816,75.5996,28.9755,23.2565,39.7227,64.17,20.6731,67.8658,64.4784,21.9834,17.2424,9.14031,23.1262,74.5451,8.82017,30.7087,34.4991,42.5132,31.528,76.4482,45.1952,18.0885,43.3451,79.1885,13.1454,61.9141,77.8509,97.5437,66.3322,237.338,-88.452,-231.88,1048.57,-17.9186,-11.7911,10.693,89.7751,-31.7776,7.6026,29.5771,14.9497,-2.01066,27.0422,78.0193,-2.36451,-21.2777,4.66314,-103.024,-11.3767,-3.80795,-69.9506,-27.343,13.0746,-111.14,-2.99495,12.9888,-63.2814,-13.5605,-18.4958,-64.0889,23.9923,-27.216,-65.436
,,,,,2.95648,24.2199,14.7363,4.3741,26.1233,74.5215,3.74909,26.815,26.8442,27.6193,27.6958,75.6346,28.9964,23.3094,39.7806,64.1642,20.5908,67.9067,64.556,21.9955,17.2712,9.14606,23.1088,74.5572,8.81023,30.6933,34.548,42.4853,31.3871,76.5017,45.2408,18.1889,43.4093,79.198,13.1037,61.9463,77.9507,94.6258,65.0983,235.787,-85.9449,-231.844,1053.51,-17.8719,-12.2682,10.657,90.1866,-31.2461,7.31729,29.8121,14.9201,-2.00938,26.9774,78.0183,-2.36461,-21.4335,4.77789,-103.016,-11.5084,-3.86971,-69.9613,-27.3937,13.0416,-111.222,-3.0552,12.7847,-63.2128,-13.5699,-18.3195,-63.5706,23.9883,-27.0523,-65.1411
,,,,,2.95846,24.2299,14.7527,4.3862,26.1179,74.5266,3.7473,26.8175,26.8858,27.608,27.6068,75.6719,29.0172,23.3674,39.8378,64.1652,20.5086,67.9425,64.6288,22.0133,17.2973,9.15234,23.0945,74.5773,8.80439,30.6836,34.6019,42.4597,31.2379,76.5528,45.283,18.2937,43.4688,79.2175,13.068,61.9715,78.0448,92.041,63.1501,234.183,-83.6385,-232.047,1057.69,-17.9215,-12.7379,10.5459,90.4608,-30.7489,7.01803,30.0482,14.8468,-2.00779,26.9186,78.0103,-2.36469,-21.54,4.88874,-103.03,-11.6885,-3.95935,-69.9667,-27.4538,13.007,-111.24,-3.09971,12.5665,-63.0419,-13.562,-18.1424,-63.0756,23.9924,-26.8709,-64.9058
,,,,,2.96044,24.2396,14.7686,4.39764,26.1125,74.5314,3.74567,26.8204,26.9272,27.5973,27.5178,75.7084,29.038,23.4251,39.8955,64.1665,20.4257,67.9776,64.7022,22.0313,17.3236,9.15867,23.0802,74.5973,8.7979,30.6744,34.6555,42.4355,31.0888,76.6024,45.3257,18.3978,43.5294,79.2365,13.031,61.9964,78.1393,89.5169,62.1608,232.283,-81.4362,-232.166,1061.87,-17.8031,-13.2265,10.3404,90.7394,-30.1757,6.75307,30.3025,14.8352,-2.00654,26.853,78.0029,-2.36477,-21.6545,4.99794,-103.041,-11.8722,-4.05044,-69.9734,-27.5122,12.9723,-111.259,-3.14198,12.3481,-62.8745,-13.5571,-17.9677,-62.5973,23.9949,-26.6912,-64.6734
,,,,,2.96242,24.2477,14.7804,4.40411,26.1076,74.5337,3.74535,26.8272,26.9667,27.5903,27.4291,75.7391,29.0577,23.4843,39.9524,64.1673,20.3391,68.0082,64.7776,22.0512,17.3517,9.16535,23.066,74.6165,8.78652,30.6706,34.7043,42.4174,30.9403,76.6425,45.3706,18.5008,43.592,79.2505,12.9873,62.0204,78.2359,87.4925,60.8353,230.99,-79.3176,-232.216,1066.31,-17.6465,-13.5399,10.1414,90.9421,-29.5935,6.49644,30.4696,14.8597,-2.00595,26.7865,77.9863,-2.36483,-21.8278,5.09352,-103.027,-12.0842,-4.15259,-69.9882,-27.5578,12.9422,-111.274,-3.16976,12.1289,-62.7362,-13.566,-17.8064,-62.2455,23.9848,-26.5233,-64.4665
,,,,,2.96439,24.2557,14.7922,4.4108,26.1027,74.5364,3.74516,26.8328,27.0063,27.5836,27.3408,75.7699,29.0778,23.5425,40.0102,64.1687,20.2537,68.039,64.853,22.071,17.3795,9.17196,23.0513,74.6355,8.77591,30.6648,34.7533,42.3999,30.7926,76.6828,45.4152,18.6033,43.6558,79.265,12.9452,62.0447,78.3328,85.6165,59.9932,229.803,-77.4218,-232.291,1069.9,-17.4428,-13.9548,9.87831,91.2176,-29.0641,6.23128,30.6797,14.9086,-2.00533,26.7276,77.9833,-2.36491,-21.9998,5.19011,-103.015,-12.2921,-4.25281,-70.0019,-27.6034,12.9088,-111.286,-3.19816,11.9121,-62.599,-13.5764,-17.6426,-61.8819,23.9742,-26.3543,-64.2556
,,,,,2.96637,24.2626,14.8036,4.41927,26.0985,74.5415,3.74604,26.8311,27.0452,27.5776,27.2549,75.8009,29.0987,23.5972,40.0699,64.1726,20.1798,68.0738,64.9274,22.0904,17.4061,9.17792,23.0334,74.6523,8.77111,30.646,34.8021,42.3843,30.6521,76.7252,45.4569,18.7089,43.723,79.2824,12.9175,62.0742,78.4297,83.8783,58.3893,228.467,-75.6183,-232.342,1073.67,-17.3156,-14.3307,9.76373,91.4793,-28.5986,6.00959,30.8796,14.9196,-2.00449,26.6746,77.9777,-2.36498,-22.1631,5.29535,-103.018,-12.4654,-4.33757,-70.0039,-27.6488,12.8563,-111.283,-3.23402,11.7141,-62.4751,-13.5917,-17.456,-61.435,23.9573,-26.175,-64.0139
,,,,,2.96835,24.2696,14.8155,4.42813,26.094,74.5465,3.74668,26.8295,27.0845,27.5724,27.1688,75.8319,29.12,23.652,40.1305,64.1772,20.1049,68.1083,65.0023,22.1092,17.4327,9.18475,23.0157,74.6688,8.7664,30.628,34.8516,42.3695,30.5109,76.768,45.4992,18.8143,43.7912,79.3004,12.8885,62.103,78.5274,82.8768,57.4415,226.52,-73.762,-232.396,1076.5,-17.1424,-14.5762,9.70886,91.677,-28.0485,5.74695,31.042,14.931,-2.00383,26.6164,77.9736,-2.36506,-22.3189,5.39972,-103.021,-12.634,-4.42036,-70.0062,-27.6953,12.8057,-111.282,-3.27076,11.5145,-62.3484,-13.6075,-17.2708,-60.9985,23.9418,-25.9961,-63.771
,,,,,2.97033,24.2776,14.8308,4.43996,26.0879,74.5509,3.74544,26.8306,27.126,27.5713,27.0811,75.864,29.1432,23.7126,40.1935,64.184,20.0241,68.1424,65.0804,22.1237,17.4595,9.19834,23.0006,74.6831,8.76231,30.6184,34.905,42.3565,30.3649,76.8143,45.5443,18.9236,43.861,79.3209,12.853,62.1285,78.6282,81.4919,55.7863,224.777,-72.1152,-232.535,1079.8,-16.9906,-14.9776,9.60851,91.8319,-27.4958,5.48112,31.2706,14.9396,-2.00284,26.5571,77.9619,-2.36513,-22.4167,5.49704,-103.021,-12.7657,-4.48751,-70.0097,-27.7502,12.7742,-111.306,-3.31609,11.3033,-62.2036,-13.6197,-17.0917,-60.635,23.9362,-25.8175,-63.5163
,,,,,2.9723,24.2858,14.8463,4.4518,26.0821,74.555,3.74406,26.8319,27.1676,27.571,26.993,75.8951,29.1661,23.7722,40.2573,64.1917,19.9427,68.1757,65.159,22.1383,17.4861,9.21188,22.9851,74.6973,8.75777,30.6089,34.9586,42.3451,30.2182,76.859,45.5893,19.0311,43.9319,79.3419,12.8169,62.154,78.7303,80.4199,54.9554,222.675,-70.7756,-232.584,1082.6,-16.9197,-15.3328,9.57929,91.9549,-27.0766,5.27912,31.4932,14.9002,-2.00154,26.5117,77.9513,-2.36517,-22.5096,5.59431,-103.024,-12.901,-4.55732,-70.0131,-27.8045,12.7423,-111.327,-3.35902,11.0919,-62.0657,-13.6335,-16.9158,-60.2812,23.9275,-25.6385,-63.2657
,,,,,2.97428,24.2954,14.8629,4.46368,26.0785,74.5574,3.74151,26.836,27.2082,27.5751,26.9016,75.9195,29.1857,23.8287,40.3218,64.2048,19.8592,68.2059,65.2404,22.1533,17.5111,9.22496,22.9669,74.7104,8.74965,30.6043,35.0118,42.342,30.0679,76.8925,45.6311,19.13,44.0042,79.3662,12.7796,62.182,78.8391,79.0774,53.3575,220.822,-69.5939,-233.044,1084.94,-16.7945,-15.6415,9.55693,92.0401,-26.5998,5.07898,31.6911,14.8931,-2.00059,26.4623,77.9408,-2.36522,-22.5648,5.69141,-103.048,-13.0659,-4.64809,-70.0138,-27.8542,12.7141,-111.323,-3.38596,10.8795,-61.982,-13.6517,-16.7601,-60.0037,23.8924,-25.4542,-63.0459
,,,,,2.97626,24.3049,14.8791,4.47557,26.0746,74.5606,3.7388,26.8392,27.2498,27.579,26.8103,75.9428,29.2053,23.8839,40.3871,64.2179,19.7751,68.2344,65.3212,22.1688,17.5365,9.23756,22.949,74.7241,8.74184,30.5977,35.0664,42.3389,29.9176,76.9236,45.6728,19.2281,44.0769,79.3906,12.7415,62.2087,78.9469,77.9495,52.4399,219.423,-68.5011,-233.352,1086.64,-16.6615,-15.8861,9.45632,92.1697,-26.0724,4.78006,31.8476,14.9051,-1.99996,26.4098,77.9394,-2.3653,-22.6337,5.79159,-103.068,-13.2234,-4.73711,-70.0183,-27.9049,12.6821,-111.323,-3.40837,10.6671,-61.8908,-13.6682,-16.6029,-59.7194,23.8567,-25.2718,-62.8331
,,,,,2.97824,24.3138,14.8917,4.48764,26.0689,74.5707,3.73479,26.8373,27.2977,27.5792,26.72,75.9591,29.2247,23.9339,40.4537,64.2291,19.689,68.2521,65.3951,22.1883,17.5654,9.24643,22.9327,74.7428,8.73643,30.5784,35.1296,42.3322,29.7678,76.9379,45.7122,19.3261,44.1458,79.4142,12.6995,62.2286,79.0448,76.8088,51.3379,218.033,-67.4965,-233.726,1088.68,-16.6375,-16.1699,9.47357,92.2071,-25.665,4.58234,32.0243,14.8677,-1.99889,26.3679,77.927,-2.36533,-22.811,5.91593,-103.052,-13.3214,-4.81173,-70.0498,-27.9624,12.6248,-111.346,-3.3975,10.4551,-61.7418,-13.6659,-16.4283,-59.3862,23.8114,-25.1019,-62.6746
,,,,,2.98021,24.3226,14.9045,4.49998,26.0633,74.5799,3.73118,26.8355,27.345,27.5802,26.6303,75.9754,29.2447,23.9841,40.521,64.2407,19.6035,68.2703,65.4699,22.208,17.5943,9.2555,22.9169,74.7606,8.7312,30.5593,35.1917,42.3267,29.6186,76.9529,45.7524,19.4243,44.2167,79.4376,12.6582,62.2491,79.1436,75.8858,50.7755,217.146,-66.5448,-234.151,1091,-16.4922,-16.4341,9.41394,92.232,-25.2706,4.35543,32.1761,14.9035,-1.99844,26.3266,77.9112,-2.36535,-22.9855,6.04034,-103.038,-13.4207,-4.886,-70.0783,-28.0178,12.5675,-111.36,-3.38902,10.2433,-61.5936,-13.6684,-16.254,-59.0593,23.7663,-24.9318,-62.5098
,,,,,2.98219,24.3309,14.9193,4.51451,26.0594,74.5817,3.73082,26.8367,27.3864,27.5856,26.5454,75.9919,29.268,24.041,40.5895,64.2534,19.5243,68.2956,65.5508,22.2287,17.6229,9.26615,22.9054,74.7711,8.72736,30.5449,35.2434,42.3278,29.4746,76.9744,45.7976,19.5307,44.2969,79.4583,12.6239,62.2771,79.2492,75.3256,50.0476,216.048,-65.9501,-234.656,1092,-16.4098,-16.6925,9.36056,92.3121,-24.7779,4.10693,32.3342,14.9029,-1.99771,26.2793,77.9107,-2.36542,-23.1384,6.16559,-103.035,-13.5317,-4.95861,-70.0823,-28.0558,12.5156,-111.298,-3.40148,10.0318,-61.4524,-13.703,-16.0766,-58.7875,23.7188,-24.7583,-62.2932
,,,,,2.98417,24.3393,14.9343,4.52901,26.0555,74.5838,3.73076,26.8375,27.428,27.5914,26.4607,76.0083,29.2911,24.0971,40.6587,64.2672,19.4451,68.3205,65.6318,22.2491,17.6516,9.27708,22.8939,74.7816,8.72347,30.5298,35.2954,42.3295,29.3309,76.9953,45.8425,19.6362,44.3781,79.4805,12.5895,62.3047,79.3552,74.5681,49.5696,215.752,-65.3294,-235.206,1092.55,-16.424,-16.9637,9.47445,92.2903,-24.3035,3.91326,32.4709,14.8862,-1.99697,26.2346,77.9044,-2.36548,-23.2882,6.28847,-103.033,-13.642,-5.0306,-70.0864,-28.0939,12.4628,-111.246,-3.41295,9.82105,-61.3118,-13.7381,-15.8989,-58.5225,23.6708,-24.5853,-62.0741
